,Date,load
48000,2019-05-16,1411.7861557499564
48001,2019-05-16,1411.9505871541041
48002,2019-05-16,1412.115018558281
48003,2019-05-16,1412.2794499624579
48004,2019-05-16,1412.4438813666347
48005,2019-05-16,1416.2528769724886
48006,2019-05-16,1420.0618725783424
48007,2019-05-16,1423.8708681842545
48008,2019-05-16,1427.6798637901084
48009,2019-05-16,1430.9813147880777
48010,2019-05-16,1434.2827657860762
48011,2019-05-16,1437.5842167840165
48012,2019-05-16,1440.8856677819858
48013,2019-05-16,1441.2346264901862
48014,2019-05-16,1441.5835851983284
48015,2019-05-16,1441.9325439065578
48016,2019-05-16,1442.2815026147582
48017,2019-05-16,1446.326512441592
48018,2019-05-16,1450.371522268426
48019,2019-05-16,1454.4165320952598
48020,2019-05-16,1458.4615419221227
48021,2019-05-16,1460.9391169119044
48022,2019-05-16,1463.416691901657
48023,2019-05-16,1465.8942668914387
48024,2019-05-16,1468.3718418812205
48025,2019-05-16,1462.877001379733
48026,2019-05-16,1457.3821608782164
48027,2019-05-16,1451.8873203766998
48028,2019-05-16,1446.3924798751832
48029,2019-05-16,1428.838955125073
48030,2019-05-16,1411.2854303749336
48031,2019-05-16,1393.7319056248234
48032,2019-05-16,1376.1783808747423
48033,2019-05-16,1373.7916317415365
48034,2019-05-16,1371.404882608389
48035,2019-05-16,1369.0181334752706
48036,2019-05-16,1366.631384342123
48037,2019-05-16,1389.3988158710708
48038,2019-05-16,1412.1662474000186
48039,2019-05-16,1434.9336789289664
48040,2019-05-16,1457.7011104579142
48041,2019-05-16,1476.5902498669748
48042,2019-05-16,1495.4793892760645
48043,2019-05-16,1514.368528685096
48044,2019-05-16,1533.2576680941856
48045,2019-05-16,1547.5251040460134
48046,2019-05-16,1561.7925399978703
48047,2019-05-16,1576.0599759497272
48048,2019-05-16,1590.3274119015841
48049,2019-05-16,1596.9876841901278
48050,2019-05-16,1603.6479564786714
48051,2019-05-16,1610.3082287672441
48052,2019-05-16,1616.968501055817
48053,2019-05-16,1620.0243713525706
48054,2019-05-16,1623.0802416493243
48055,2019-05-16,1626.1361119461071
48056,2019-05-16,1629.1919822428317
48057,2019-05-16,1634.1015682886064
48058,2019-05-16,1639.0111543343228
48059,2019-05-16,1643.9207403800974
48060,2019-05-16,1648.8303264257847
48061,2019-05-16,1650.9388951133587
48062,2019-05-16,1653.0474638009036
48063,2019-05-16,1655.1560324884485
48064,2019-05-16,1657.2646011759934
48065,2019-05-16,1660.6217493015865
48066,2019-05-16,1663.9788974272087
48067,2019-05-16,1667.3360455527727
48068,2019-05-16,1670.693193678395
48069,2019-05-16,1669.7159076541138
48070,2019-05-16,1668.7386216298037
48071,2019-05-16,1667.7613356054935
48072,2019-05-16,1666.7840495812125
48073,2019-05-16,1664.2523677545832
48074,2019-05-16,1661.720685927954
48075,2019-05-16,1659.189004101354
48076,2019-05-16,1656.6573222747247
48077,2019-05-16,1649.9887707686576
48078,2019-05-16,1643.3202192626195
48079,2019-05-16,1636.6516677565523
48080,2019-05-16,1629.9831162505143
48081,2019-05-16,1631.040236347675
48082,2019-05-16,1632.097356444894
48083,2019-05-16,1633.154476542084
48084,2019-05-16,1634.211596639274
48085,2019-05-16,1631.045357120107
48086,2019-05-16,1627.879117600969
48087,2019-05-16,1624.712878081773
48088,2019-05-16,1621.5466385625768
48089,2019-05-16,1618.137779132172
48090,2019-05-16,1614.7289197017672
48091,2019-05-16,1611.3200602713332
48092,2019-05-16,1607.9112008409284
48093,2019-05-16,1640.4368970051873
48094,2019-05-16,1643.3937285569264
48095,2019-05-16,1639.9832504764781
48096,2019-05-17,1514.787717703497
48097,2019-05-17,1514.5330756917829
48098,2019-05-17,1514.2784336800687
48099,2019-05-17,1514.0237916683545
48100,2019-05-17,1513.7691496566113
48101,2019-05-17,1511.6645090079692
48102,2019-05-17,1509.559868359298
48103,2019-05-17,1507.4552277105977
48104,2019-05-17,1505.3505870619265
48105,2019-05-17,1507.015943426115
48106,2019-05-17,1508.6812997903326
48107,2019-05-17,1510.3466561545501
48108,2019-05-17,1512.0120125187386
48109,2019-05-17,1516.8016355621512
48110,2019-05-17,1521.5912586055929
48111,2019-05-17,1526.3808816490346
48112,2019-05-17,1531.1705046924471
48113,2019-05-17,1529.1946679748362
48114,2019-05-17,1527.2188312572544
48115,2019-05-17,1525.2429945396434
48116,2019-05-17,1523.2671578220325
48117,2019-05-17,1527.8546561584808
48118,2019-05-17,1532.4421544949
48119,2019-05-17,1537.0296528313484
48120,2019-05-17,1541.6171511677676
48121,2019-05-17,1542.0331020733865
48122,2019-05-17,1542.4490529790055
48123,2019-05-17,1542.8650038846245
48124,2019-05-17,1543.2809547902725
48125,2019-05-17,1542.0821068301157
48126,2019-05-17,1540.8832588699297
48127,2019-05-17,1539.6844109097437
48128,2019-05-17,1538.4855629495578
48129,2019-05-17,1548.2632533271099
48130,2019-05-17,1558.0409437046037
48131,2019-05-17,1567.8186340820976
48132,2019-05-17,1577.5963244595914
48133,2019-05-17,1591.9736647879763
48134,2019-05-17,1606.351005116303
48135,2019-05-17,1620.7283454446879
48136,2019-05-17,1635.1056857730146
48137,2019-05-17,1640.9303650851944
48138,2019-05-17,1646.755044397316
48139,2019-05-17,1652.5797237094375
48140,2019-05-17,1658.4044030216173
48141,2019-05-17,1672.7754277043277
48142,2019-05-17,1687.1464523870673
48143,2019-05-17,1701.5174770697777
48144,2019-05-17,1715.8885017525463
48145,2019-05-17,1731.8831984654244
48146,2019-05-17,1747.8778951783024
48147,2019-05-17,1763.8725918911514
48148,2019-05-17,1779.8672886040586
48149,2019-05-17,1782.142220298585
48150,2019-05-17,1784.4171519931115
48151,2019-05-17,1786.692083687638
48152,2019-05-17,1788.9670153821644
48153,2019-05-17,1785.3112319296342
48154,2019-05-17,1781.655448477104
48155,2019-05-17,1777.999665024574
48156,2019-05-17,1774.3438815720438
48157,2019-05-17,1748.818488056102
48158,2019-05-17,1723.2930945401895
48159,2019-05-17,1697.7677010242478
48160,2019-05-17,1672.2423075083352
48161,2019-05-17,1636.303387373482
48162,2019-05-17,1600.364467238629
48163,2019-05-17,1564.4255471037177
48164,2019-05-17,1528.4866269688646
48165,2019-05-17,1533.114753963775
48166,2019-05-17,1537.7428809586563
48167,2019-05-17,1542.3710079535085
48168,2019-05-17,1546.999134948419
48169,2019-05-17,1563.6520869144006
48170,2019-05-17,1580.3050388804113
48171,2019-05-17,1596.9579908463638
48172,2019-05-17,1613.6109428123746
48173,2019-05-17,1621.5629901106586
48174,2019-05-17,1629.5150374089717
48175,2019-05-17,1637.4670847072848
48176,2019-05-17,1645.419132005598
48177,2019-05-17,1624.6284568166593
48178,2019-05-17,1603.8377816277207
48179,2019-05-17,1583.047106438753
48180,2019-05-17,1562.2564312498434
48181,2019-05-17,1555.9258786821156
48182,2019-05-17,1549.595326114475
48183,2019-05-17,1543.2647735467763
48184,2019-05-17,1536.9342209790775
48185,2019-05-17,1538.1424197811866
48186,2019-05-17,1539.3506185832957
48187,2019-05-17,1540.5588173854048
48188,2019-05-17,1541.767016187514
48189,2019-05-17,1439.3079188195697
48190,2019-05-17,1455.8710197496985
48191,2019-05-17,1464.8026235786383
48192,2019-05-18,1333.439348224434
48193,2019-05-18,1337.9775356084865
48194,2019-05-18,1342.515722992539
48195,2019-05-18,1347.0539103765623
48196,2019-05-18,1351.5920977606147
48197,2019-05-18,1352.6328755415743
48198,2019-05-18,1353.673653322534
48199,2019-05-18,1354.7144311034936
48200,2019-05-18,1355.755208884424
48201,2019-05-18,1358.0438745509891
48202,2019-05-18,1360.3325402175833
48203,2019-05-18,1362.6212058841775
48204,2019-05-18,1364.9098715508007
48205,2019-05-18,1364.7821802472463
48206,2019-05-18,1364.65448894375
48207,2019-05-18,1364.5267976402247
48208,2019-05-18,1364.3991063366993
48209,2019-05-18,1367.4799633256334
48210,2019-05-18,1370.5608203145093
48211,2019-05-18,1373.6416773033561
48212,2019-05-18,1376.7225342922611
48213,2019-05-18,1378.7464966614207
48214,2019-05-18,1380.7704590305511
48215,2019-05-18,1382.7944213996816
48216,2019-05-18,1384.8183837688412
48217,2019-05-18,1382.6261613207462
48218,2019-05-18,1380.4339388726512
48219,2019-05-18,1378.2417164245562
48220,2019-05-18,1376.0494939764321
48221,2019-05-18,1383.1985325246933
48222,2019-05-18,1390.3475710729253
48223,2019-05-18,1397.4966096212156
48224,2019-05-18,1404.6456481694768
48225,2019-05-18,1416.8862525213917
48226,2019-05-18,1429.1268568733649
48227,2019-05-18,1441.3674612252798
48228,2019-05-18,1453.608065577253
48229,2019-05-18,1462.325517371908
48230,2019-05-18,1471.0429691665922
48231,2019-05-18,1479.7604209612182
48232,2019-05-18,1488.4778727559024
48233,2019-05-18,1502.5071977866464
48234,2019-05-18,1516.5365228174196
48235,2019-05-18,1530.5658478481637
48236,2019-05-18,1544.5951728789078
48237,2019-05-18,1558.5300548214
48238,2019-05-18,1572.4649367638922
48239,2019-05-18,1586.3998187063844
48240,2019-05-18,1600.3347006488766
48241,2019-05-18,1609.2239846579905
48242,2019-05-18,1618.1132686671626
48243,2019-05-18,1627.0025526762474
48244,2019-05-18,1635.8918366853904
48245,2019-05-18,1637.3927064329619
48246,2019-05-18,1638.8935761805624
48247,2019-05-18,1640.394445928163
48248,2019-05-18,1641.8953156757634
48249,2019-05-18,1646.6687901340483
48250,2019-05-18,1651.4422645923623
48251,2019-05-18,1656.2157390506763
48252,2019-05-18,1660.9892135089904
48253,2019-05-18,1666.7650743252598
48254,2019-05-18,1672.5409351415583
48255,2019-05-18,1678.316795957886
48256,2019-05-18,1684.0926567741553
48257,2019-05-18,1689.2616357789084
48258,2019-05-18,1694.4306147836614
48259,2019-05-18,1699.5995937883854
48260,2019-05-18,1704.7685727931093
48261,2019-05-18,1704.0188527539722
48262,2019-05-18,1703.2691327147477
48263,2019-05-18,1702.5194126755814
48264,2019-05-18,1701.769692636386
48265,2019-05-18,1699.239509110339
48266,2019-05-18,1696.709325584321
48267,2019-05-18,1694.1791420583031
48268,2019-05-18,1691.648958532256
48269,2019-05-18,1692.4450555791555
48270,2019-05-18,1693.2411526260548
48271,2019-05-18,1694.037249672925
48272,2019-05-18,1694.8333467198536
48273,2019-05-18,1693.9543087757775
48274,2019-05-18,1693.0752708317013
48275,2019-05-18,1692.1962328876252
48276,2019-05-18,1691.317194943549
48277,2019-05-18,1688.8677668446326
48278,2019-05-18,1686.4183387456287
48279,2019-05-18,1683.968910646683
48280,2019-05-18,1681.5194825477083
48281,2019-05-18,1679.4772908822633
48282,2019-05-18,1677.4350992168183
48283,2019-05-18,1675.3929075513734
48284,2019-05-18,1673.3507158859284
48285,2019-05-18,1704.6719573306618
48286,2019-05-18,1708.305851530342
48287,2019-05-18,1700.541207685048
48288,2019-05-19,1493.3731608263624
48289,2019-05-19,1495.1482927785837
48290,2019-05-19,1496.923424730805
48291,2019-05-19,1498.6985566829972
48292,2019-05-19,1500.4736886352184
48293,2019-05-19,1497.1479365969426
48294,2019-05-19,1493.8221845586959
48295,2019-05-19,1490.4964325204492
48296,2019-05-19,1487.1706804821733
48297,2019-05-19,1489.6065018992813
48298,2019-05-19,1492.0423233163892
48299,2019-05-19,1494.4781447335263
48300,2019-05-19,1496.9139661506051
48301,2019-05-19,1496.380198088038
48302,2019-05-19,1495.8464300255
48303,2019-05-19,1495.312661962962
48304,2019-05-19,1494.778893900424
48305,2019-05-19,1491.9357853561814
48306,2019-05-19,1489.0926768119098
48307,2019-05-19,1486.249568267638
48308,2019-05-19,1483.4064597233955
48309,2019-05-19,1476.857882773591
48310,2019-05-19,1470.3093058237864
48311,2019-05-19,1463.7607288739819
48312,2019-05-19,1457.2121519241773
48313,2019-05-19,1457.4591322375636
48314,2019-05-19,1457.706112550979
48315,2019-05-19,1457.9530928643653
48316,2019-05-19,1458.2000731777807
48317,2019-05-19,1472.520431547542
48318,2019-05-19,1486.8407899173617
48319,2019-05-19,1501.1611482871522
48320,2019-05-19,1515.4815066569427
48321,2019-05-19,1527.9839905473636
48322,2019-05-19,1540.4864744377264
48323,2019-05-19,1552.9889583281183
48324,2019-05-19,1565.4914422185684
48325,2019-05-19,1579.1354594310396
48326,2019-05-19,1592.7794766435109
48327,2019-05-19,1606.4234938560112
48328,2019-05-19,1620.0675110684824
48329,2019-05-19,1632.329671036452
48330,2019-05-19,1644.5918310043926
48331,2019-05-19,1656.8539909723331
